,A1,A2,D1,B1,B2,C1,C2
32652,1.62,1.62,1.0,3.72,-1.01,2.89,2.71
32653,1.96,-1.21,1.0,1.36,2.65,4.65,4.01
32654,2.08,0.22,1.0,2.5,0.13,2.54,2.63
32655,1.56,1.75,0.0,3.34,0.25,2.98,3.59
32656,2.87,1.05,1.0,3.5,-0.7,1.58,2.8
32657,1.14,2.06,1.0,1.7,2.08,4.87,3.78
32658,0.78,0.53,1.0,1.48,-0.06,2.47,1.42
32659,2.31,-0.58,1.0,0.34,0.22,0.09,0.56
32660,2.58,-0.07,1.0,2.15,0.3,2.68,2.46
32661,1.73,-0.11,1.0,0.56,0.13,-0.5,0.69
32662,2.76,0.94,1.0,3.14,0.55,5.78,3.69
32663,1.34,0.2,1.0,0.82,0.12,-0.27,0.93
32664,1.56,-0.22,1.0,-0.21,0.29,-0.97,0.08
32665,2.69,-2.41,1.0,-1.47,-6.6,-9.34,-8.08
32666,0.63,-0.07,1.0,-0.69,0.05,1.34,-0.64
32667,2.8,1.23,1.0,3.49,-0.75,0.92,2.75
32668,1.5,-0.33,1.0,1.05,0.02,2.27,1.07
32669,1.69,1.56,1.0,2.78,-2.31,0.45,0.47
32670,1.5,-0.14,0.0,0.33,0.02,-1.62,0.35
32671,3.51,0.08,1.0,3.93,0.11,3.95,4.04
32672,1.38,-1.59,1.0,-1.94,0.79,1.31,-1.15
32673,-0.12,-1.62,1.0,-1.79,-0.05,-3.3,-1.84
32674,2.27,-0.63,1.0,2.85,-0.13,4.58,2.72
32675,2.93,-0.14,1.0,1.6,0.46,3.01,2.06
32676,2.42,-1.22,1.0,1.56,-0.07,1.12,1.5
32677,3.65,-0.83,1.0,4.55,2.52,9.46,7.06
32678,-0.11,1.78,1.0,0.29,-0.04,2.73,0.26
32679,4.41,-0.46,1.0,5.38,-3.01,3.85,2.36
32680,0.16,1.3,1.0,1.29,0.04,0.99,1.34
32681,1.49,0.75,0.0,2.87,0.25,2.59,3.12
32682,0.65,0.68,0.0,2.69,-0.74,0.52,1.96
32683,1.78,-0.35,0.0,0.84,-0.78,1.42,0.06
32684,2.91,0.97,1.0,2.67,1.64,3.76,4.31
32685,1.39,2.63,1.0,1.98,-4.97,-3.03,-2.99
32686,2.82,-0.62,1.0,1.52,-2.4,0.71,-0.88
32687,2.69,-0.31,1.0,2.46,1.56,4.84,4.01
32688,1.15,-1.1,1.0,0.13,0.79,-0.02,0.92
32689,1.84,-0.5,1.0,4.28,-0.43,4.51,3.84
32690,2.14,1.09,1.0,1.19,-1.63,-2.93,-0.44
32691,1.59,0.67,1.0,2.34,-0.31,2.34,2.03
32692,2.87,2.32,0.0,5.72,-9.45,-4.14,-3.73
32693,2.13,0.59,1.0,3.79,-0.16,4.32,3.64
32694,0.39,0.5,1.0,1.67,0.35,2.58,2.02
32695,0.41,0.18,1.0,-0.13,-0.01,-1.46,-0.14
32696,2.38,0.45,1.0,1.31,-0.33,1.08,0.98
32697,1.71,-0.52,1.0,1.13,-0.75,1.22,0.38
32698,3.42,0.89,1.0,4.66,-6.2,-2.81,-1.54
32699,1.66,0.06,1.0,2.67,0.13,2.85,2.81
32700,2.9,-1.65,1.0,1.06,4.91,6.39,5.97
32701,2.44,2.12,1.0,6.11,0.13,4.44,6.24
32702,1.1,-2.22,1.0,-0.35,4.37,5.38,4.01
32703,2.33,-0.34,1.0,1.46,-0.45,0.48,1.02
32704,2.12,-0.63,1.0,1.62,1.72,2.98,3.34
32705,1.89,-1.43,1.0,0.68,-3.62,-2.34,-2.94
32706,2.51,-1.0,0.0,2.27,-1.4,1.42,0.87
32707,2.39,0.04,0.0,3.98,0.03,4.56,4.02
32708,1.6,-0.49,1.0,-0.09,0.01,-0.07,-0.08
32709,2.14,1.17,1.0,3.58,0.2,1.28,3.78
32710,2.34,0.89,1.0,2.16,2.5,3.83,4.65
32711,1.41,-2.41,0.0,-2.96,-5.75,-9.08,-8.71
32712,3.69,-0.59,1.0,1.62,-1.23,-1.38,0.39
32713,0.26,1.24,1.0,0.91,-0.33,3.79,0.59
32714,0.74,-0.17,1.0,0.03,0.18,0.34,0.21
32715,1.68,-0.03,1.0,0.77,0.0,1.51,0.77
32716,2.69,0.74,1.0,3.16,-3.68,-0.66,-0.52
32717,2.55,-0.22,1.0,1.7,-0.78,0.0,0.92
32718,3.06,0.5,1.0,2.95,0.59,3.77,3.54
32719,1.87,0.65,0.0,1.78,0.75,2.51,2.53
32720,2.35,-0.64,0.0,2.12,1.76,3.0,3.88
32721,4.31,0.81,1.0,4.6,1.41,3.95,6.01
32722,2.31,-0.14,1.0,1.28,-0.25,1.45,1.03
32723,1.99,2.14,1.0,3.79,-1.54,1.32,2.25
32724,1.75,0.48,1.0,2.2,-0.1,1.85,2.1
32725,0.66,0.87,1.0,1.84,-0.7,1.96,1.15
32726,1.08,-0.07,1.0,1.15,-0.11,-0.56,1.05
32727,3.19,-0.96,0.0,1.38,1.01,3.74,2.39
32728,3.24,0.98,1.0,4.24,-3.42,2.21,0.82
32729,2.61,-0.96,0.0,0.6,-1.33,-0.06,-0.73
32730,2.92,0.2,1.0,3.25,-0.04,2.24,3.21
32731,3.08,0.41,1.0,3.16,1.44,4.15,4.6
32732,4.55,1.2,1.0,5.95,17.94,22.82,23.89
32733,1.7,1.35,1.0,3.88,-3.29,0.57,0.59
32734,2.54,-0.06,1.0,2.7,0.08,1.61,2.78
32735,4.42,-1.72,1.0,2.54,0.68,2.06,3.21
32736,2.35,-0.69,1.0,3.56,1.1,3.98,4.67
32737,0.29,-0.55,1.0,-2.38,-0.09,-3.49,-2.47
32738,-0.31,0.29,1.0,0.19,-0.07,0.32,0.12
32739,2.04,-0.08,1.0,2.99,-0.23,2.24,2.76
32740,3.46,0.0,1.0,3.55,0.0,4.02,3.56
32741,1.08,-1.91,1.0,-1.42,-0.11,-1.92,-1.53
32742,2.07,0.48,0.0,4.75,-1.98,1.84,2.76
32743,2.27,-0.22,1.0,2.26,0.33,3.41,2.59
32744,3.39,-1.34,1.0,2.08,0.44,0.85,2.52
32745,1.12,-0.76,1.0,0.7,-0.32,0.21,0.38
32746,3.62,0.43,0.0,4.77,1.9,7.28,6.67
32747,1.58,0.07,1.0,0.01,-0.01,1.53,-0.0
32748,3.15,-1.23,0.0,0.18,-2.47,-2.32,-2.29
32749,2.15,0.7,1.0,2.51,-0.15,2.13,2.36
32750,1.26,0.06,0.0,0.38,0.05,1.34,0.42
32751,1.67,0.42,1.0,2.28,-0.41,2.3,1.88
32752,0.06,-2.31,1.0,-2.75,0.22,-2.1,-2.52
32753,2.05,0.59,1.0,2.84,1.2,3.87,4.03
32754,4.46,1.79,1.0,6.4,-6.66,0.02,-0.26
32755,3.44,1.13,1.0,5.31,-5.12,0.16,0.2
32756,1.81,-1.39,1.0,1.48,-0.37,-0.46,1.12
32757,0.71,1.1,1.0,0.37,-1.35,-0.43,-0.98
32758,-0.56,0.58,1.0,-0.02,-0.22,2.97,-0.24
32759,2.31,-1.51,1.0,1.25,2.32,3.04,3.57
32760,3.33,-0.82,0.0,2.41,-2.14,-1.84,0.26
32761,3.21,-0.48,1.0,3.31,0.11,3.23,3.41
32762,0.42,1.3,1.0,1.09,0.56,3.25,1.64
32763,2.03,-1.94,0.0,0.76,-8.42,-7.96,-7.66
32764,1.64,-0.45,0.0,0.84,-0.88,0.33,-0.04
32765,1.26,1.27,1.0,0.88,-0.09,0.76,0.79
32766,2.76,-1.15,1.0,1.13,-1.63,0.62,-0.5
32767,2.64,1.01,1.0,3.04,-5.34,-1.64,-2.3
32768,0.7,-0.5,1.0,0.02,0.15,0.65,0.17
32769,2.46,-0.51,1.0,1.65,1.65,3.39,3.31
32770,1.28,-0.79,1.0,-0.17,1.72,0.8,1.54
32771,3.38,-0.47,1.0,4.39,0.95,5.67,5.34
32772,1.05,0.65,1.0,1.65,-0.38,1.48,1.27
32773,1.68,0.99,1.0,3.21,1.46,4.19,4.67
32774,3.22,-1.76,1.0,3.5,-12.77,-9.37,-9.26
32775,2.1,-0.12,0.0,1.25,-0.05,0.71,1.2
32776,2.14,-0.72,1.0,0.52,-1.0,0.26,-0.48
32777,2.67,1.47,1.0,2.55,-5.4,-2.43,-2.85
32778,0.82,0.32,1.0,2.51,-0.08,3.97,2.42
32779,3.46,0.66,1.0,4.12,-4.77,0.24,-0.65
32780,-0.11,0.75,1.0,0.13,0.01,1.46,0.15
32781,1.4,2.79,1.0,3.44,1.49,3.82,4.92
32782,2.51,1.19,1.0,5.21,-0.82,3.67,4.39
32783,2.07,0.0,1.0,2.42,-0.0,1.37,2.42
32784,0.55,1.39,1.0,1.2,0.28,1.26,1.47
32785,0.15,0.57,0.0,0.07,0.0,0.74,0.07
32786,1.94,-0.75,1.0,0.85,0.77,2.07,1.62
32787,1.97,0.72,1.0,2.62,-2.53,1.17,0.09
32788,2.16,0.82,0.0,3.43,-0.39,1.41,3.04
32789,1.86,-0.25,1.0,2.37,0.27,3.21,2.64
32790,0.87,-0.43,1.0,-0.93,-0.49,-1.29,-1.43
32791,3.51,0.93,0.0,2.9,0.61,3.23,3.51
32792,1.34,1.53,1.0,1.34,0.7,2.15,2.03
32793,2.52,-0.47,1.0,1.67,-1.67,1.73,-0.0
32794,1.04,2.71,1.0,3.36,-2.24,1.4,1.12
32795,1.71,-0.59,0.0,1.78,0.37,0.4,2.15
32796,2.2,-0.45,0.0,0.56,0.43,0.91,0.98
32797,1.42,0.97,1.0,1.86,-3.05,-0.74,-1.18
32798,2.64,0.02,1.0,1.54,0.01,3.07,1.55
32799,1.86,1.63,1.0,2.4,-1.36,2.4,1.04
32800,2.94,0.19,0.0,2.28,0.57,2.44,2.85
32801,1.87,-0.66,1.0,3.53,0.86,4.07,4.39
32802,2.86,-0.72,1.0,2.45,-0.95,0.19,1.5
32803,1.0,-0.39,1.0,-0.36,0.2,-0.75,-0.16
32804,2.77,-0.44,1.0,1.97,0.22,3.03,2.19
32805,2.95,0.72,1.0,3.82,-5.14,-1.22,-1.32
32806,2.95,0.74,1.0,4.12,-1.42,2.4,2.7
32807,2.34,-0.4,1.0,1.69,1.45,2.57,3.14
32808,1.47,0.65,0.0,1.81,0.8,3.56,2.61
32809,1.93,-0.57,1.0,1.72,1.6,5.26,3.33
32810,2.36,-0.47,1.0,1.89,1.12,3.37,3.01
32811,3.33,-0.75,0.0,1.26,-0.69,-0.94,0.57
32812,1.19,-0.89,1.0,1.11,-0.43,0.9,0.68
32813,1.71,-0.22,1.0,0.57,-0.02,0.13,0.55
32814,1.29,0.37,0.0,1.32,0.57,0.08,1.89
32815,2.77,0.01,1.0,2.75,-0.03,1.55,2.72
32816,2.3,-0.17,1.0,1.63,-0.18,0.61,1.45
32817,1.9,-1.55,0.0,0.53,1.0,2.99,1.53
32818,1.8,1.42,1.0,3.23,2.3,5.93,5.54
32819,3.12,0.68,0.0,3.32,-2.12,0.8,1.2
32820,1.12,-0.84,0.0,0.56,1.22,3.03,1.78
32821,1.39,-0.96,0.0,-0.45,-0.75,-1.58,-1.2
32822,2.61,0.01,1.0,1.88,-0.0,1.97,1.87
32823,1.68,-0.87,1.0,0.47,0.56,2.7,1.03
32824,1.45,0.52,1.0,0.56,-0.37,0.64,0.19
32825,1.32,1.76,1.0,2.85,-3.46,-0.22,-0.62
32826,1.71,-1.5,0.0,-0.59,-0.32,-1.65,-0.91
32827,1.2,0.78,1.0,3.86,0.03,4.26,3.89
32828,3.13,1.43,0.0,4.17,6.62,9.0,10.79
32829,3.18,0.73,1.0,4.96,-1.48,4.2,3.48
32830,1.38,1.74,1.0,1.64,-2.73,-0.92,-1.09
32831,2.43,2.21,1.0,5.1,-3.8,0.9,1.31
32832,3.44,-1.28,1.0,3.04,-2.92,0.2,0.12
32833,3.94,0.38,1.0,5.48,-0.55,4.72,4.93
32834,2.69,1.85,1.0,4.63,1.3,6.55,5.93
32835,-0.53,0.42,1.0,-0.02,-0.16,-0.35,-0.18
32836,1.32,0.71,1.0,2.11,-1.46,1.42,0.65
32837,2.34,1.02,1.0,4.5,-1.01,2.48,3.49
32838,2.06,-0.98,1.0,1.63,3.33,7.01,4.95
32839,1.19,0.47,1.0,1.95,1.29,3.62,3.24
32840,3.96,-0.08,1.0,4.08,0.97,6.41,5.05
32841,2.58,1.27,1.0,4.91,1.4,6.29,6.31
32842,2.73,0.49,0.0,4.23,-0.47,6.38,3.75
32843,1.75,-0.23,1.0,2.27,-0.23,0.54,2.04
32844,1.25,-0.82,1.0,0.49,0.2,1.39,0.69
32845,2.42,-0.25,0.0,1.97,-0.46,1.65,1.51
32846,0.55,-1.14,1.0,-1.1,-0.45,-1.39,-1.55
32847,3.59,1.8,1.0,5.98,-2.21,3.96,3.77
32848,2.31,-2.28,1.0,1.2,-5.13,-3.97,-3.93
32849,0.87,0.08,0.0,0.97,-0.01,1.56,0.96
32850,1.65,-0.15,0.0,2.62,-0.05,2.43,2.57
32851,2.28,0.87,0.0,2.57,-1.82,1.01,0.74
32852,2.28,0.15,1.0,1.95,-0.31,2.68,1.64
32853,1.15,2.08,1.0,4.21,4.28,9.75,8.49
32854,0.78,-0.12,1.0,-0.22,0.05,0.43,-0.17
32855,1.51,0.1,1.0,2.47,-0.26,-0.22,2.21
32856,2.74,-1.01,1.0,0.31,7.9,7.5,8.21
32857,2.28,1.24,1.0,3.16,2.47,5.67,5.63
32858,2.26,-0.32,0.0,2.02,-0.83,0.84,1.19
32859,1.16,0.43,1.0,-0.29,-0.51,-0.64,-0.81
32860,1.98,-0.42,1.0,2.67,-1.91,-0.45,0.76
32861,1.51,0.98,0.0,1.44,-4.09,-2.6,-2.65
32862,1.39,-0.25,1.0,0.26,-0.18,-0.4,0.08
32863,1.3,-1.04,1.0,1.1,-1.31,0.25,-0.22
32864,1.88,0.02,0.0,2.43,0.0,3.78,2.43
32865,1.7,1.07,1.0,1.62,-0.38,1.27,1.24
32866,1.14,-3.08,1.0,-3.71,-3.62,-5.91,-7.33
32867,3.45,-2.05,1.0,1.74,4.18,5.05,5.92
32868,2.29,0.18,1.0,3.39,0.16,2.77,3.55
32869,2.05,-0.72,1.0,2.35,1.3,3.22,3.65
32870,1.16,-0.99,1.0,-1.57,-1.11,-3.98,-2.67
32871,2.65,0.58,1.0,3.02,0.9,3.59,3.92
32872,-0.16,-0.06,0.0,1.01,0.01,1.09,1.02
32873,1.89,0.43,1.0,1.41,-0.63,2.66,0.78
32874,0.31,0.16,1.0,0.32,0.03,-1.23,0.36
32875,2.99,-0.7,1.0,1.68,-4.22,-1.87,-2.53
32876,2.29,-0.01,1.0,3.06,-0.02,1.31,3.04
32877,4.47,0.47,1.0,5.18,1.04,7.24,6.22
32878,2.17,1.0,1.0,3.7,2.73,6.13,6.42
32879,2.59,1.76,0.0,3.2,1.84,4.43,5.04
32880,1.97,-0.48,1.0,1.65,-0.46,1.96,1.19
32881,2.73,1.61,1.0,2.9,-2.64,-0.54,0.26
32882,2.21,-0.09,1.0,1.41,0.08,2.15,1.49
32883,2.5,0.89,0.0,3.3,0.0,3.79,3.3
32884,1.91,-1.11,1.0,0.21,1.55,1.63,1.76
32885,1.06,-0.66,1.0,-1.21,-0.88,-3.0,-2.09
32886,2.78,-0.78,1.0,1.22,0.35,0.42,1.57
32887,2.55,0.01,1.0,3.23,0.02,4.45,3.25
32888,2.7,1.27,1.0,3.1,-1.01,3.19,2.09
32889,1.23,-0.56,1.0,0.1,-0.08,0.26,0.03
32890,1.92,-2.95,1.0,-0.76,-3.79,-5.79,-4.55
32891,0.44,-0.81,0.0,1.53,0.58,2.15,2.11
32892,2.17,0.03,1.0,2.69,-0.02,3.57,2.67
32893,1.81,-0.19,1.0,1.76,0.29,2.14,2.05
32894,1.16,0.13,1.0,2.82,-0.27,2.45,2.55
32895,3.24,0.63,1.0,4.34,1.48,7.13,5.82
32896,1.7,0.31,1.0,3.1,-0.5,1.22,2.6
32897,1.56,0.49,1.0,1.46,-0.16,-0.15,1.3
32898,0.89,0.28,0.0,0.95,-0.35,0.22,0.59
32899,3.22,-0.26,1.0,2.99,0.75,3.73,3.74
32900,1.8,0.75,1.0,1.72,-2.5,-0.4,-0.78
32901,0.17,-0.55,1.0,-0.6,0.05,-2.11,-0.55
32902,3.8,1.66,1.0,4.8,1.22,5.23,6.03
32903,3.27,0.22,1.0,3.45,-0.73,4.52,2.72
32904,3.03,-1.4,1.0,1.6,2.1,3.93,3.71
32905,0.73,0.59,1.0,0.17,-0.21,0.67,-0.04
32906,3.95,-0.13,0.0,4.02,0.13,3.96,4.14
32907,2.2,0.98,1.0,3.26,0.26,1.94,3.52
32908,1.45,0.62,0.0,0.17,1.06,1.12,1.23
32909,1.46,0.47,1.0,3.87,-0.39,3.27,3.48
32910,1.85,0.08,1.0,1.12,0.16,1.81,1.28
32911,3.32,0.65,0.0,5.51,1.97,7.42,7.48
32912,2.55,0.6,0.0,3.11,-1.6,1.4,1.5
32913,4.03,1.43,1.0,5.99,-3.0,2.39,2.99
32914,0.63,-1.55,0.0,-0.1,0.76,1.04,0.66
32915,3.26,-0.09,1.0,3.02,0.19,3.5,3.21
32916,2.3,-1.24,1.0,1.7,5.57,6.73,7.27
32917,1.71,0.31,1.0,1.12,0.43,1.48,1.56
32918,1.11,1.51,0.0,3.59,1.44,5.22,5.03
32919,1.72,-0.09,1.0,2.06,0.21,2.55,2.27
32920,2.75,-0.12,1.0,3.25,0.57,2.87,3.81
32921,2.46,-1.29,1.0,1.27,0.8,2.48,2.08
32922,2.31,-0.77,1.0,3.35,1.75,5.85,5.1
32923,2.61,1.03,1.0,3.52,0.3,4.86,3.82
32924,1.66,-1.67,1.0,1.04,-0.41,0.72,0.63
32925,1.1,-0.59,1.0,1.04,0.37,3.87,1.41
32926,2.36,1.63,0.0,4.8,-10.36,-5.21,-5.56
32927,3.47,-0.1,1.0,4.11,-0.19,3.41,3.92
32928,2.35,2.98,1.0,6.76,0.04,7.78,6.8
32929,1.42,-0.18,1.0,1.02,-0.11,0.02,0.91
32930,2.58,0.16,1.0,2.98,0.48,4.29,3.46
32931,2.22,0.84,1.0,4.01,0.38,5.31,4.39
32932,1.21,-0.87,1.0,-0.17,-0.66,-1.39,-0.83
32933,-0.37,0.83,1.0,-0.68,0.53,0.81,-0.15
32934,1.11,-0.01,1.0,1.57,-0.0,0.06,1.57
32935,1.67,-0.28,1.0,3.09,-0.07,4.08,3.03
32936,-0.72,1.16,0.0,1.37,-0.26,3.27,1.12
32937,2.75,-1.3,1.0,1.89,-1.79,0.85,0.1
32938,2.59,0.02,1.0,3.3,0.04,3.82,3.35
32939,2.45,0.2,1.0,2.24,0.18,2.9,2.42
32940,1.53,0.06,1.0,-1.36,0.24,-1.93,-1.12
32941,2.38,-0.07,1.0,2.51,0.24,1.62,2.74
32942,3.12,-0.84,1.0,1.65,0.77,2.4,2.42
32943,1.73,0.74,1.0,2.93,1.2,3.07,4.13
32944,2.12,-0.25,1.0,2.16,-0.14,2.48,2.02
32945,0.98,0.64,0.0,1.2,-0.6,-0.23,0.6
32946,1.57,-0.81,1.0,2.73,-0.08,2.97,2.66
32947,3.1,1.62,1.0,3.36,4.3,6.09,7.66
32948,1.13,0.22,0.0,1.17,0.13,1.59,1.3
32949,1.31,0.27,0.0,1.35,0.34,1.0,1.69
32950,1.84,0.9,1.0,2.59,-1.29,1.74,1.3
32951,2.19,1.71,0.0,4.89,-2.49,2.89,2.4
32952,3.07,0.31,1.0,2.58,-1.54,-0.2,1.04
32953,2.93,1.33,1.0,4.12,4.03,8.39,8.14
32954,0.68,-0.94,0.0,-0.9,-1.39,-2.89,-2.29
32955,0.33,-0.42,1.0,-0.86,0.11,-2.06,-0.75
32956,2.28,-1.14,1.0,0.61,0.03,1.33,0.65
32957,1.34,-0.4,1.0,2.15,0.84,1.38,2.99
32958,1.8,-1.02,1.0,1.05,-0.79,2.22,0.26
32959,3.35,-0.3,0.0,3.2,-0.44,3.99,2.76
32960,2.06,1.59,1.0,4.45,2.79,8.48,7.24
32961,0.89,0.88,1.0,1.01,0.09,2.57,1.1
32962,2.56,0.97,1.0,3.1,-2.8,0.39,0.3
32963,1.51,0.19,1.0,1.99,-0.33,1.54,1.67
32964,2.72,-0.17,1.0,1.77,0.22,1.68,2.0
32965,-0.53,0.4,0.0,-1.17,0.04,-1.36,-1.13
32966,2.12,1.18,1.0,3.63,-2.37,0.23,1.26
32967,1.07,2.06,1.0,1.81,-0.78,1.76,1.03
32968,1.71,0.73,1.0,1.74,1.78,3.5,3.52
32969,1.46,-0.53,1.0,1.03,0.21,0.78,1.24
32970,3.25,-0.4,1.0,3.19,-0.77,1.69,2.43
32971,2.41,-1.67,1.0,1.2,-0.19,1.88,1.01
32972,1.71,-0.8,1.0,0.61,2.73,3.02,3.33
32973,0.65,0.64,1.0,0.18,0.33,0.31,0.51
32974,3.51,-0.43,1.0,1.26,2.11,4.79,3.37
32975,-0.1,-0.87,1.0,-1.23,-0.02,-0.18,-1.25
32976,2.38,0.1,1.0,0.75,-0.28,1.12,0.47
32977,3.23,-0.21,1.0,2.38,-0.21,2.73,2.17
32978,1.75,1.55,1.0,3.14,-2.37,1.53,0.78
32979,1.68,-0.48,1.0,0.06,-1.05,0.25,-0.99
32980,0.5,-1.29,1.0,-1.13,0.49,0.05,-0.63
32981,0.9,0.37,1.0,1.31,-0.01,3.1,1.3
32982,1.54,-1.06,0.0,-1.34,0.47,-0.77,-0.87
32983,0.95,1.43,1.0,4.4,0.79,4.82,5.19
32984,1.95,-1.72,1.0,0.43,3.22,3.48,3.64
32985,3.84,0.79,1.0,4.63,0.94,4.11,5.57
32986,3.09,0.72,1.0,3.1,0.4,3.27,3.5
32987,2.25,1.06,1.0,3.1,-0.38,1.69,2.72
32988,2.34,-0.11,1.0,2.19,-0.38,2.93,1.82
32989,2.9,0.32,1.0,5.04,2.09,6.87,7.13
32990,0.69,-0.06,1.0,1.42,-0.05,1.1,1.37
32991,2.44,-1.13,1.0,2.76,1.65,6.06,4.41
32992,1.51,-0.54,0.0,0.86,-0.72,-0.15,0.15
32993,2.04,0.9,1.0,3.93,1.65,5.75,5.58
32994,3.27,-0.46,1.0,2.6,1.42,4.4,4.03
32995,1.3,-0.53,1.0,-0.37,-1.07,-0.61,-1.44
32996,2.98,-0.43,1.0,2.45,2.06,4.7,4.51
32997,1.38,-1.0,1.0,1.96,1.05,2.63,3.02
32998,1.91,0.1,1.0,2.0,0.25,1.29,2.25
32999,0.57,-0.21,1.0,0.94,-0.14,0.17,0.8
33000,3.23,-1.3,1.0,0.48,-1.1,-0.11,-0.62
33001,1.53,1.12,1.0,1.38,-1.34,-1.3,0.05
33002,1.16,1.09,0.0,3.54,1.52,4.19,5.06
33003,2.46,0.57,1.0,2.89,1.04,5.04,3.93
33004,1.39,0.17,1.0,0.89,-0.13,1.47,0.76
33005,1.56,0.9,1.0,0.92,-1.04,-0.48,-0.12
33006,1.41,-0.68,1.0,1.01,-1.55,-0.82,-0.54
33007,1.88,0.14,0.0,1.47,-0.18,1.19,1.29
33008,1.23,0.26,1.0,0.1,-0.04,-0.57,0.06
33009,2.76,-0.49,1.0,0.66,-2.07,-0.58,-1.41
33010,3.07,-1.21,0.0,3.11,-4.96,0.19,-1.85
33011,2.84,0.66,1.0,2.33,-1.16,1.07,1.17
33012,1.4,0.6,1.0,3.6,-0.6,3.06,3.0
33013,2.73,-0.47,1.0,1.19,-1.1,-0.27,0.09
33014,0.91,-0.26,1.0,-1.09,0.24,-0.6,-0.84
33015,0.54,0.66,1.0,2.15,0.34,2.26,2.48
33016,5.24,1.12,0.0,7.8,7.63,16.15,15.43
33017,0.71,0.16,1.0,0.48,0.07,0.82,0.55
33018,0.7,0.34,1.0,0.17,-0.12,1.86,0.04
33019,1.36,-0.96,1.0,1.43,-0.72,0.03,0.71
33020,2.32,0.32,1.0,2.77,1.03,5.68,3.8
33021,0.46,1.6,1.0,2.25,-1.22,-1.61,1.03
33022,0.92,0.79,1.0,2.27,0.89,2.33,3.16
33023,2.84,-1.52,1.0,0.55,2.95,2.75,3.5
33024,1.63,-0.12,1.0,-1.36,-0.1,-1.49,-1.46
33025,1.3,-0.3,1.0,0.66,-0.18,2.26,0.49
33026,2.26,-0.13,1.0,2.95,-0.27,0.79,2.68
33027,2.67,-0.02,1.0,4.26,-0.0,4.24,4.25
33028,0.87,1.5,1.0,1.14,0.41,0.2,1.55
33029,2.58,-1.59,1.0,1.21,-12.8,-12.42,-11.58
33030,2.1,0.44,1.0,2.11,-1.7,0.9,0.41
33031,2.4,-0.08,1.0,3.65,0.18,4.18,3.83
33032,-0.27,1.17,1.0,-0.98,-0.18,-0.1,-1.16
33033,1.73,0.51,1.0,2.84,0.05,2.21,2.89
33034,1.4,0.41,1.0,-0.05,0.06,-0.13,0.01
33035,2.6,2.39,1.0,6.29,-6.82,-0.34,-0.53
33036,2.12,-0.89,0.0,2.0,2.17,2.76,4.17
33037,1.6,0.88,0.0,1.4,0.45,-0.09,1.85
33038,2.61,-0.27,0.0,4.08,0.62,5.45,4.7
33039,2.22,0.84,1.0,4.27,-0.35,2.64,3.92
33040,1.55,1.67,0.0,4.13,0.54,4.76,4.67
33041,1.61,-0.68,1.0,0.57,0.77,1.17,1.35
33042,2.42,0.81,0.0,3.32,1.6,6.57,4.91
33043,2.84,-1.52,1.0,1.76,2.44,4.48,4.2
33044,3.9,-0.25,1.0,1.66,1.69,2.59,3.35
33045,2.41,1.03,0.0,4.5,-2.45,1.42,2.05
33046,2.75,-1.52,1.0,0.2,-2.48,-2.62,-2.27
33047,1.72,0.54,0.0,2.81,0.02,2.11,2.83
33048,2.55,0.57,1.0,2.94,-0.62,1.5,2.32
33049,2.0,0.14,1.0,1.97,-0.33,0.41,1.64
33050,3.14,-1.1,1.0,0.94,-3.83,-3.61,-2.89
33051,0.38,-0.46,1.0,-0.72,-0.02,-1.65,-0.74
33052,2.83,-0.03,0.0,1.88,0.11,1.46,1.99
33053,3.33,-0.76,1.0,3.14,-1.67,1.45,1.47
33054,2.59,1.04,1.0,4.47,-1.26,3.2,3.22
33055,1.74,-0.69,1.0,2.5,0.01,2.73,2.51
33056,0.51,-0.78,1.0,0.29,0.07,1.49,0.36
33057,2.73,-1.19,1.0,3.32,3.87,5.99,7.19
33058,3.11,-0.42,0.0,3.46,-0.28,2.94,3.18
33059,0.42,-1.65,1.0,-1.29,-0.26,-0.81,-1.55
33060,1.75,-2.0,1.0,-0.45,0.97,0.4,0.53
33061,2.33,0.14,1.0,3.46,-0.22,1.88,3.25
33062,2.19,0.85,1.0,3.43,0.42,3.85,3.84
33063,1.9,2.29,1.0,2.81,-4.78,-2.96,-1.97
33064,2.0,0.85,1.0,3.93,1.7,5.09,5.63
33065,1.93,-1.04,1.0,0.96,-0.28,0.67,0.68
33066,2.49,-0.26,0.0,1.79,-0.07,1.32,1.72
33067,1.03,-2.34,1.0,-2.51,2.03,-0.73,-0.47
33068,2.07,0.04,0.0,3.25,-0.02,3.33,3.23
33069,1.87,1.25,1.0,3.25,-2.66,0.71,0.6
33070,2.78,-0.47,0.0,3.72,0.06,2.56,3.78
33071,1.8,-2.69,1.0,-0.64,1.23,-0.48,0.58
33072,0.76,-2.47,1.0,-1.9,1.61,-0.22,-0.29
33073,1.57,1.38,1.0,3.04,0.63,2.34,3.67
33074,2.28,-0.33,1.0,1.75,-1.26,-0.59,0.5
33075,2.96,-0.86,1.0,0.86,0.57,1.11,1.43
33076,1.84,-0.59,1.0,0.92,0.35,1.5,1.27
33077,1.3,0.5,1.0,3.37,0.18,3.74,3.56
33078,1.24,1.96,1.0,2.55,-0.93,-0.11,1.63
33079,3.12,-0.89,1.0,1.09,3.96,6.56,5.05
33080,1.55,0.66,1.0,0.61,1.02,2.54,1.63
